country_region,date,confirmed,yesterday_confirmed,daily_case_increase
Belize,2020-06-23,23,23.0,0.0
Belize,2020-06-24,23,23.0,0.0
Belize,2020-06-25,23,23.0,0.0
Belize,2020-06-26,24,23.0,1.0
Belize,2020-06-27,24,24.0,0.0
Belize,2020-06-28,24,24.0,0.0
Belize,2020-06-29,24,24.0,0.0
Belize,2020-06-30,24,24.0,0.0
Belize,2020-07-01,28,24.0,4.0
Belize,2020-07-02,28,28.0,0.0
Belize,2020-07-03,30,28.0,2.0
Belize,2020-07-04,30,30.0,0.0
Belize,2020-07-05,30,30.0,0.0
Belize,2020-07-06,30,30.0,0.0
Belize,2020-07-07,30,30.0,0.0
Belize,2020-07-08,30,30.0,0.0
Belize,2020-07-09,30,30.0,0.0
Belize,2020-07-10,37,30.0,7.0
Belize,2020-07-11,37,37.0,0.0
Belize,2020-07-12,37,37.0,0.0
Belize,2020-07-13,37,37.0,0.0
Belize,2020-07-14,39,37.0,2.0
Belize,2020-07-15,39,39.0,0.0
Belize,2020-07-16,40,39.0,1.0
Belize,2020-07-17,40,40.0,0.0
Belize,2020-07-18,40,40.0,0.0
Belize,2020-07-19,40,40.0,0.0
Belize,2020-07-20,40,40.0,0.0
Belize,2020-07-21,42,40.0,2.0
Belize,2020-07-22,43,42.0,1.0
Belize,2020-07-23,47,43.0,4.0
Belize,2020-07-24,48,47.0,1.0
Belize,2020-07-25,48,48.0,0.0
Belize,2020-07-26,48,48.0,0.0
Belize,2020-07-27,48,48.0,0.0
Benin,2020-01-22,0,,
Benin,2020-01-23,0,0.0,0.0
Benin,2020-01-24,0,0.0,0.0
Benin,2020-01-25,0,0.0,0.0
Benin,2020-01-26,0,0.0,0.0
Benin,2020-01-27,0,0.0,0.0
Benin,2020-01-28,0,0.0,0.0
Benin,2020-01-29,0,0.0,0.0
Benin,2020-01-30,0,0.0,0.0
Benin,2020-01-31,0,0.0,0.0
Benin,2020-02-01,0,0.0,0.0
Benin,2020-02-02,0,0.0,0.0
Benin,2020-02-03,0,0.0,0.0
Benin,2020-02-04,0,0.0,0.0
Benin,2020-02-05,0,0.0,0.0
Benin,2020-02-06,0,0.0,0.0
Benin,2020-02-07,0,0.0,0.0
Benin,2020-02-08,0,0.0,0.0
Benin,2020-02-09,0,0.0,0.0
Benin,2020-02-10,0,0.0,0.0
Benin,2020-02-11,0,0.0,0.0
Benin,2020-02-12,0,0.0,0.0
Benin,2020-02-13,0,0.0,0.0
Benin,2020-02-14,0,0.0,0.0
Benin,2020-02-15,0,0.0,0.0
Benin,2020-02-16,0,0.0,0.0
Benin,2020-02-17,0,0.0,0.0
Benin,2020-02-18,0,0.0,0.0
Benin,2020-02-19,0,0.0,0.0
Benin,2020-02-20,0,0.0,0.0
Benin,2020-02-21,0,0.0,0.0
Benin,2020-02-22,0,0.0,0.0
Benin,2020-02-23,0,0.0,0.0
Benin,2020-02-24,0,0.0,0.0
Benin,2020-02-25,0,0.0,0.0
Benin,2020-02-26,0,0.0,0.0
Benin,2020-02-27,0,0.0,0.0
Benin,2020-02-28,0,0.0,0.0
Benin,2020-02-29,0,0.0,0.0
Benin,2020-03-01,0,0.0,0.0
Benin,2020-03-02,0,0.0,0.0
Benin,2020-03-03,0,0.0,0.0
Benin,2020-03-04,0,0.0,0.0
Benin,2020-03-05,0,0.0,0.0
Benin,2020-03-06,0,0.0,0.0
Benin,2020-03-07,0,0.0,0.0
Benin,2020-03-08,0,0.0,0.0
Benin,2020-03-09,0,0.0,0.0
Benin,2020-03-10,0,0.0,0.0
Benin,2020-03-11,0,0.0,0.0
Benin,2020-03-12,0,0.0,0.0
Benin,2020-03-13,0,0.0,0.0
Benin,2020-03-14,0,0.0,0.0
Benin,2020-03-15,0,0.0,0.0
Benin,2020-03-16,1,0.0,1.0
Benin,2020-03-17,1,1.0,0.0
Benin,2020-03-18,2,1.0,1.0
Benin,2020-03-19,2,2.0,0.0
Benin,2020-03-20,2,2.0,0.0
Benin,2020-03-21,2,2.0,0.0
Benin,2020-03-22,2,2.0,0.0
Benin,2020-03-23,5,2.0,3.0
Benin,2020-03-24,6,5.0,1.0
Benin,2020-03-25,6,6.0,0.0
Benin,2020-03-26,6,6.0,0.0
Benin,2020-03-27,6,6.0,0.0
Benin,2020-03-28,6,6.0,0.0
Benin,2020-03-29,6,6.0,0.0
Benin,2020-03-30,6,6.0,0.0
Benin,2020-03-31,9,6.0,3.0
Benin,2020-04-01,13,9.0,4.0
Benin,2020-04-02,13,13.0,0.0
Benin,2020-04-03,16,13.0,3.0
Benin,2020-04-04,16,16.0,0.0
Benin,2020-04-05,22,16.0,6.0
Benin,2020-04-06,26,22.0,4.0
Benin,2020-04-07,26,26.0,0.0
Benin,2020-04-08,26,26.0,0.0
Benin,2020-04-09,26,26.0,0.0
Benin,2020-04-10,35,26.0,9.0
Benin,2020-04-11,35,35.0,0.0
Benin,2020-04-12,35,35.0,0.0
Benin,2020-04-13,35,35.0,0.0
Benin,2020-04-14,35,35.0,0.0
Benin,2020-04-15,35,35.0,0.0
Benin,2020-04-16,35,35.0,0.0
Benin,2020-04-17,35,35.0,0.0
Benin,2020-04-18,35,35.0,0.0
Benin,2020-04-19,35,35.0,0.0
Benin,2020-04-20,54,35.0,19.0
Benin,2020-04-21,54,54.0,0.0
Benin,2020-04-22,54,54.0,0.0
Benin,2020-04-23,54,54.0,0.0
Benin,2020-04-24,54,54.0,0.0
Benin,2020-04-25,54,54.0,0.0
Benin,2020-04-26,64,54.0,10.0
Benin,2020-04-27,64,64.0,0.0
Benin,2020-04-28,64,64.0,0.0
Benin,2020-04-29,64,64.0,0.0
Benin,2020-04-30,64,64.0,0.0
Benin,2020-05-01,90,64.0,26.0
Benin,2020-05-02,90,90.0,0.0
Benin,2020-05-03,90,90.0,0.0
Benin,2020-05-04,96,90.0,6.0
Benin,2020-05-05,96,96.0,0.0
Benin,2020-05-06,96,96.0,0.0
Benin,2020-05-07,140,96.0,44.0
Benin,2020-05-08,242,140.0,102.0
Benin,2020-05-09,284,242.0,42.0
Benin,2020-05-10,319,284.0,35.0
Benin,2020-05-11,319,319.0,0.0
Benin,2020-05-12,327,319.0,8.0
Benin,2020-05-13,327,327.0,0.0
Benin,2020-05-14,339,327.0,12.0
Benin,2020-05-15,339,339.0,0.0
Benin,2020-05-16,339,339.0,0.0
Benin,2020-05-17,339,339.0,0.0
Benin,2020-05-18,339,339.0,0.0
Benin,2020-05-19,130,339.0,-209.0
Benin,2020-05-20,130,130.0,0.0
Benin,2020-05-21,135,130.0,5.0
Benin,2020-05-22,135,135.0,0.0
Benin,2020-05-23,135,135.0,0.0
Benin,2020-05-24,191,135.0,56.0
Benin,2020-05-25,191,191.0,0.0
Benin,2020-05-26,208,191.0,17.0
Benin,2020-05-27,210,208.0,2.0
Benin,2020-05-28,210,210.0,0.0
Benin,2020-05-29,224,210.0,14.0
Benin,2020-05-30,224,224.0,0.0
Benin,2020-05-31,232,224.0,8.0
Benin,2020-06-01,243,232.0,11.0
Benin,2020-06-02,244,243.0,1.0
Benin,2020-06-03,244,244.0,0.0
Benin,2020-06-04,261,244.0,17.0
Benin,2020-06-05,261,261.0,0.0
Benin,2020-06-06,261,261.0,0.0
Benin,2020-06-07,261,261.0,0.0
Benin,2020-06-08,288,261.0,27.0
Benin,2020-06-09,305,288.0,17.0
Benin,2020-06-10,305,305.0,0.0
Benin,2020-06-11,305,305.0,0.0
Benin,2020-06-12,388,305.0,83.0
Benin,2020-06-13,412,388.0,24.0
Benin,2020-06-14,442,412.0,30.0
Benin,2020-06-15,483,442.0,41.0
Benin,2020-06-16,532,483.0,49.0
Benin,2020-06-17,572,532.0,40.0
Benin,2020-06-18,597,572.0,25.0
Benin,2020-06-19,650,597.0,53.0
Benin,2020-06-20,650,650.0,0.0
Benin,2020-06-21,765,650.0,115.0
Benin,2020-06-22,807,765.0,42.0
Benin,2020-06-23,850,807.0,43.0
Benin,2020-06-24,902,850.0,52.0
Benin,2020-06-25,1017,902.0,115.0
Benin,2020-06-26,1053,1017.0,36.0
Benin,2020-06-27,1124,1053.0,71.0
Benin,2020-06-28,1149,1124.0,25.0
Benin,2020-06-29,1187,1149.0,38.0
Benin,2020-06-30,1199,1187.0,12.0
Benin,2020-07-01,1199,1199.0,0.0
Benin,2020-07-02,1199,1199.0,0.0
Benin,2020-07-03,1199,1199.0,0.0
Benin,2020-07-04,1199,1199.0,0.0
Benin,2020-07-05,1199,1199.0,0.0
Benin,2020-07-06,1199,1199.0,0.0
Benin,2020-07-07,1199,1199.0,0.0
Benin,2020-07-08,1199,1199.0,0.0
Benin,2020-07-09,1285,1199.0,86.0
Benin,2020-07-10,1285,1285.0,0.0
Benin,2020-07-11,1378,1285.0,93.0
Benin,2020-07-12,1378,1378.0,0.0
Benin,2020-07-13,1378,1378.0,0.0
Benin,2020-07-14,1378,1378.0,0.0
Benin,2020-07-15,1378,1378.0,0.0
Benin,2020-07-16,1463,1378.0,85.0
Benin,2020-07-17,1602,1463.0,139.0
Benin,2020-07-18,1602,1602.0,0.0
Benin,2020-07-19,1602,1602.0,0.0
Benin,2020-07-20,1602,1602.0,0.0
Benin,2020-07-21,1602,1602.0,0.0
Benin,2020-07-22,1690,1602.0,88.0
Benin,2020-07-23,1694,1690.0,4.0
Benin,2020-07-24,1694,1694.0,0.0
Benin,2020-07-25,1694,1694.0,0.0
Benin,2020-07-26,1770,1694.0,76.0
Benin,2020-07-27,1770,1770.0,0.0
Bhutan,2020-01-22,0,,
Bhutan,2020-01-23,0,0.0,0.0
Bhutan,2020-01-24,0,0.0,0.0
Bhutan,2020-01-25,0,0.0,0.0
Bhutan,2020-01-26,0,0.0,0.0
Bhutan,2020-01-27,0,0.0,0.0
Bhutan,2020-01-28,0,0.0,0.0
Bhutan,2020-01-29,0,0.0,0.0
Bhutan,2020-01-30,0,0.0,0.0
Bhutan,2020-01-31,0,0.0,0.0
Bhutan,2020-02-01,0,0.0,0.0
Bhutan,2020-02-02,0,0.0,0.0
Bhutan,2020-02-03,0,0.0,0.0
Bhutan,2020-02-04,0,0.0,0.0
Bhutan,2020-02-05,0,0.0,0.0
Bhutan,2020-02-06,0,0.0,0.0
Bhutan,2020-02-07,0,0.0,0.0
Bhutan,2020-02-08,0,0.0,0.0
Bhutan,2020-02-09,0,0.0,0.0
Bhutan,2020-02-10,0,0.0,0.0
Bhutan,2020-02-11,0,0.0,0.0
Bhutan,2020-02-12,0,0.0,0.0
Bhutan,2020-02-13,0,0.0,0.0
Bhutan,2020-02-14,0,0.0,0.0
Bhutan,2020-02-15,0,0.0,0.0
Bhutan,2020-02-16,0,0.0,0.0
Bhutan,2020-02-17,0,0.0,0.0
Bhutan,2020-02-18,0,0.0,0.0
Bhutan,2020-02-19,0,0.0,0.0
Bhutan,2020-02-20,0,0.0,0.0
Bhutan,2020-02-21,0,0.0,0.0
Bhutan,2020-02-22,0,0.0,0.0
Bhutan,2020-02-23,0,0.0,0.0
Bhutan,2020-02-24,0,0.0,0.0
Bhutan,2020-02-25,0,0.0,0.0
Bhutan,2020-02-26,0,0.0,0.0
Bhutan,2020-02-27,0,0.0,0.0
Bhutan,2020-02-28,0,0.0,0.0
Bhutan,2020-02-29,0,0.0,0.0
Bhutan,2020-03-01,0,0.0,0.0
Bhutan,2020-03-02,0,0.0,0.0
Bhutan,2020-03-03,0,0.0,0.0
Bhutan,2020-03-04,0,0.0,0.0
Bhutan,2020-03-05,0,0.0,0.0
Bhutan,2020-03-06,1,0.0,1.0
Bhutan,2020-03-07,1,1.0,0.0
Bhutan,2020-03-08,1,1.0,0.0
Bhutan,2020-03-09,1,1.0,0.0
Bhutan,2020-03-10,1,1.0,0.0
Bhutan,2020-03-11,1,1.0,0.0
Bhutan,2020-03-12,1,1.0,0.0
Bhutan,2020-03-13,1,1.0,0.0
Bhutan,2020-03-14,1,1.0,0.0
Bhutan,2020-03-15,1,1.0,0.0
Bhutan,2020-03-16,1,1.0,0.0
Bhutan,2020-03-17,1,1.0,0.0
Bhutan,2020-03-18,1,1.0,0.0
Bhutan,2020-03-19,1,1.0,0.0
Bhutan,2020-03-20,2,1.0,1.0
Bhutan,2020-03-21,2,2.0,0.0
Bhutan,2020-03-22,2,2.0,0.0
Bhutan,2020-03-23,2,2.0,0.0
Bhutan,2020-03-24,2,2.0,0.0
Bhutan,2020-03-25,2,2.0,0.0
Bhutan,2020-03-26,2,2.0,0.0
Bhutan,2020-03-27,3,2.0,1.0
Bhutan,2020-03-28,3,3.0,0.0
Bhutan,2020-03-29,4,3.0,1.0
Bhutan,2020-03-30,4,4.0,0.0
Bhutan,2020-03-31,4,4.0,0.0
Bhutan,2020-04-01,4,4.0,0.0
Bhutan,2020-04-02,5,4.0,1.0
Bhutan,2020-04-03,5,5.0,0.0
Bhutan,2020-04-04,5,5.0,0.0
Bhutan,2020-04-05,5,5.0,0.0
Bhutan,2020-04-06,5,5.0,0.0
Bhutan,2020-04-07,5,5.0,0.0
Bhutan,2020-04-08,5,5.0,0.0
Bhutan,2020-04-09,5,5.0,0.0
Bhutan,2020-04-10,5,5.0,0.0
Bhutan,2020-04-11,5,5.0,0.0
Bhutan,2020-04-12,5,5.0,0.0
Bhutan,2020-04-13,5,5.0,0.0
Bhutan,2020-04-14,5,5.0,0.0
Bhutan,2020-04-15,5,5.0,0.0
Bhutan,2020-04-16,5,5.0,0.0
Bhutan,2020-04-17,5,5.0,0.0
Bhutan,2020-04-18,5,5.0,0.0
Bhutan,2020-04-19,5,5.0,0.0
Bhutan,2020-04-20,5,5.0,0.0
Bhutan,2020-04-21,6,5.0,1.0
Bhutan,2020-04-22,6,6.0,0.0
Bhutan,2020-04-23,7,6.0,1.0
Bhutan,2020-04-24,7,7.0,0.0
Bhutan,2020-04-25,7,7.0,0.0
Bhutan,2020-04-26,7,7.0,0.0
Bhutan,2020-04-27,7,7.0,0.0
Bhutan,2020-04-28,7,7.0,0.0
Bhutan,2020-04-29,7,7.0,0.0
Bhutan,2020-04-30,7,7.0,0.0
Bhutan,2020-05-01,7,7.0,0.0
Bhutan,2020-05-02,7,7.0,0.0
Bhutan,2020-05-03,7,7.0,0.0
Bhutan,2020-05-04,7,7.0,0.0
Bhutan,2020-05-05,7,7.0,0.0
Bhutan,2020-05-06,7,7.0,0.0
Bhutan,2020-05-07,7,7.0,0.0
Bhutan,2020-05-08,7,7.0,0.0
Bhutan,2020-05-09,7,7.0,0.0
Bhutan,2020-05-10,7,7.0,0.0
Bhutan,2020-05-11,9,7.0,2.0
Bhutan,2020-05-12,11,9.0,2.0
Bhutan,2020-05-13,15,11.0,4.0
Bhutan,2020-05-14,20,15.0,5.0
Bhutan,2020-05-15,21,20.0,1.0
Bhutan,2020-05-16,21,21.0,0.0
Bhutan,2020-05-17,21,21.0,0.0
Bhutan,2020-05-18,21,21.0,0.0
Bhutan,2020-05-19,21,21.0,0.0
Bhutan,2020-05-20,21,21.0,0.0
Bhutan,2020-05-21,21,21.0,0.0
Bhutan,2020-05-22,21,21.0,0.0
Bhutan,2020-05-23,24,21.0,3.0
Bhutan,2020-05-24,24,24.0,0.0
Bhutan,2020-05-25,27,24.0,3.0
Bhutan,2020-05-26,27,27.0,0.0
Bhutan,2020-05-27,28,27.0,1.0
Bhutan,2020-05-28,31,28.0,3.0
Bhutan,2020-05-29,31,31.0,0.0
Bhutan,2020-05-30,33,31.0,2.0
Bhutan,2020-05-31,43,33.0,10.0
Bhutan,2020-06-01,43,43.0,0.0
Bhutan,2020-06-02,47,43.0,4.0
Bhutan,2020-06-03,47,47.0,0.0
Bhutan,2020-06-04,47,47.0,0.0
Bhutan,2020-06-05,48,47.0,1.0
Bhutan,2020-06-06,48,48.0,0.0
Bhutan,2020-06-07,59,48.0,11.0
Bhutan,2020-06-08,59,59.0,0.0
Bhutan,2020-06-09,59,59.0,0.0
Bhutan,2020-06-10,59,59.0,0.0
Bhutan,2020-06-11,62,59.0,3.0
Bhutan,2020-06-12,62,62.0,0.0
Bhutan,2020-06-13,66,62.0,4.0
Bhutan,2020-06-14,66,66.0,0.0
Bhutan,2020-06-15,67,66.0,1.0
Bhutan,2020-06-16,67,67.0,0.0
Bhutan,2020-06-17,67,67.0,0.0
Bhutan,2020-06-18,67,67.0,0.0
Bhutan,2020-06-19,68,67.0,1.0
Bhutan,2020-06-20,68,68.0,0.0
Bhutan,2020-06-21,68,68.0,0.0
Bhutan,2020-06-22,68,68.0,0.0
Bhutan,2020-06-23,70,68.0,2.0
Bhutan,2020-06-24,70,70.0,0.0
Bhutan,2020-06-25,70,70.0,0.0
Bhutan,2020-06-26,70,70.0,0.0
Bhutan,2020-06-27,75,70.0,5.0
Bhutan,2020-06-28,76,75.0,1.0
Bhutan,2020-06-29,77,76.0,1.0
Bhutan,2020-06-30,77,77.0,0.0
Bhutan,2020-07-01,77,77.0,0.0
Bhutan,2020-07-02,77,77.0,0.0
Bhutan,2020-07-03,77,77.0,0.0
Bhutan,2020-07-04,78,77.0,1.0
Bhutan,2020-07-05,80,78.0,2.0
Bhutan,2020-07-06,80,80.0,0.0
Bhutan,2020-07-07,80,80.0,0.0
Bhutan,2020-07-08,80,80.0,0.0
Bhutan,2020-07-09,80,80.0,0.0
Bhutan,2020-07-10,80,80.0,0.0
Bhutan,2020-07-11,82,80.0,2.0
Bhutan,2020-07-12,84,82.0,2.0
Bhutan,2020-07-13,84,84.0,0.0
Bhutan,2020-07-14,84,84.0,0.0
Bhutan,2020-07-15,84,84.0,0.0
Bhutan,2020-07-16,86,84.0,2.0
Bhutan,2020-07-17,87,86.0,1.0
Bhutan,2020-07-18,87,87.0,0.0
Bhutan,2020-07-19,89,87.0,2.0
Bhutan,2020-07-20,90,89.0,1.0
Bhutan,2020-07-21,92,90.0,2.0
Bhutan,2020-07-22,92,92.0,0.0
Bhutan,2020-07-23,92,92.0,0.0
Bhutan,2020-07-24,92,92.0,0.0
Bhutan,2020-07-25,92,92.0,0.0
Bhutan,2020-07-26,95,92.0,3.0
Bhutan,2020-07-27,99,95.0,4.0
Bolivia,2020-01-22,0,,
Bolivia,2020-01-23,0,0.0,0.0
Bolivia,2020-01-24,0,0.0,0.0
Bolivia,2020-01-25,0,0.0,0.0
Bolivia,2020-01-26,0,0.0,0.0
Bolivia,2020-01-27,0,0.0,0.0
Bolivia,2020-01-28,0,0.0,0.0
Bolivia,2020-01-29,0,0.0,0.0
Bolivia,2020-01-30,0,0.0,0.0
Bolivia,2020-01-31,0,0.0,0.0
Bolivia,2020-02-01,0,0.0,0.0
Bolivia,2020-02-02,0,0.0,0.0
Bolivia,2020-02-03,0,0.0,0.0
Bolivia,2020-02-04,0,0.0,0.0
Bolivia,2020-02-05,0,0.0,0.0
Bolivia,2020-02-06,0,0.0,0.0
Bolivia,2020-02-07,0,0.0,0.0
Bolivia,2020-02-08,0,0.0,0.0
Bolivia,2020-02-09,0,0.0,0.0
Bolivia,2020-02-10,0,0.0,0.0
Bolivia,2020-02-11,0,0.0,0.0
Bolivia,2020-02-12,0,0.0,0.0
Bolivia,2020-02-13,0,0.0,0.0
Bolivia,2020-02-14,0,0.0,0.0
Bolivia,2020-02-15,0,0.0,0.0
Bolivia,2020-02-16,0,0.0,0.0
Bolivia,2020-02-17,0,0.0,0.0
Bolivia,2020-02-18,0,0.0,0.0
Bolivia,2020-02-19,0,0.0,0.0
Bolivia,2020-02-20,0,0.0,0.0
Bolivia,2020-02-21,0,0.0,0.0
Bolivia,2020-02-22,0,0.0,0.0
Bolivia,2020-02-23,0,0.0,0.0
Bolivia,2020-02-24,0,0.0,0.0
Bolivia,2020-02-25,0,0.0,0.0
Bolivia,2020-02-26,0,0.0,0.0
Bolivia,2020-02-27,0,0.0,0.0
Bolivia,2020-02-28,0,0.0,0.0
Bolivia,2020-02-29,0,0.0,0.0
Bolivia,2020-03-01,0,0.0,0.0
Bolivia,2020-03-02,0,0.0,0.0
Bolivia,2020-03-03,0,0.0,0.0
Bolivia,2020-03-04,0,0.0,0.0
Bolivia,2020-03-05,0,0.0,0.0
Bolivia,2020-03-06,0,0.0,0.0
Bolivia,2020-03-07,0,0.0,0.0
Bolivia,2020-03-08,0,0.0,0.0
Bolivia,2020-03-09,0,0.0,0.0
Bolivia,2020-03-10,0,0.0,0.0
Bolivia,2020-03-11,2,0.0,2.0
Bolivia,2020-03-12,2,2.0,0.0
Bolivia,2020-03-13,3,2.0,1.0
Bolivia,2020-03-14,10,3.0,7.0
Bolivia,2020-03-15,10,10.0,0.0
Bolivia,2020-03-16,11,10.0,1.0
Bolivia,2020-03-17,11,11.0,0.0
Bolivia,2020-03-18,12,11.0,1.0
Bolivia,2020-03-19,12,12.0,0.0
Bolivia,2020-03-20,15,12.0,3.0
Bolivia,2020-03-21,19,15.0,4.0
Bolivia,2020-03-22,24,19.0,5.0
Bolivia,2020-03-23,27,24.0,3.0
Bolivia,2020-03-24,29,27.0,2.0
Bolivia,2020-03-25,32,29.0,3.0
Bolivia,2020-03-26,43,32.0,11.0
Bolivia,2020-03-27,61,43.0,18.0
Bolivia,2020-03-28,74,61.0,13.0
Bolivia,2020-03-29,81,74.0,7.0
Bolivia,2020-03-30,97,81.0,16.0
Bolivia,2020-03-31,107,97.0,10.0
Bolivia,2020-04-01,115,107.0,8.0
Bolivia,2020-04-02,123,115.0,8.0
Bolivia,2020-04-03,132,123.0,9.0
Bolivia,2020-04-04,139,132.0,7.0
Bolivia,2020-04-05,157,139.0,18.0
Bolivia,2020-04-06,183,157.0,26.0
Bolivia,2020-04-07,194,183.0,11.0
Bolivia,2020-04-08,210,194.0,16.0
Bolivia,2020-04-09,264,210.0,54.0
Bolivia,2020-04-10,268,264.0,4.0
Bolivia,2020-04-11,275,268.0,7.0
Bolivia,2020-04-12,300,275.0,25.0
Bolivia,2020-04-13,330,300.0,30.0
Bolivia,2020-04-14,354,330.0,24.0
Bolivia,2020-04-15,397,354.0,43.0
Bolivia,2020-04-16,441,397.0,44.0
Bolivia,2020-04-17,465,441.0,24.0
Bolivia,2020-04-18,493,465.0,28.0
Bolivia,2020-04-19,520,493.0,27.0
Bolivia,2020-04-20,564,520.0,44.0
Bolivia,2020-04-21,598,564.0,34.0
Bolivia,2020-04-22,609,598.0,11.0
Bolivia,2020-04-23,703,609.0,94.0
Bolivia,2020-04-24,807,703.0,104.0
Bolivia,2020-04-25,866,807.0,59.0
Bolivia,2020-04-26,950,866.0,84.0
Bolivia,2020-04-27,1014,950.0,64.0
Bolivia,2020-04-28,1053,1014.0,39.0
Bolivia,2020-04-29,1110,1053.0,57.0
Bolivia,2020-04-30,1167,1110.0,57.0
Bolivia,2020-05-01,1229,1167.0,62.0
Bolivia,2020-05-02,1470,1229.0,241.0
Bolivia,2020-05-03,1594,1470.0,124.0
Bolivia,2020-05-04,1681,1594.0,87.0
Bolivia,2020-05-05,1802,1681.0,121.0
Bolivia,2020-05-06,1886,1802.0,84.0
Bolivia,2020-05-07,2081,1886.0,195.0
Bolivia,2020-05-08,2266,2081.0,185.0
Bolivia,2020-05-09,2437,2266.0,171.0
Bolivia,2020-05-10,2556,2437.0,119.0
Bolivia,2020-05-11,2831,2556.0,275.0
Bolivia,2020-05-12,2964,2831.0,133.0
Bolivia,2020-05-13,3148,2964.0,184.0
Bolivia,2020-05-14,3372,3148.0,224.0
Bolivia,2020-05-15,3577,3372.0,205.0
Bolivia,2020-05-16,3826,3577.0,249.0
Bolivia,2020-05-17,4088,3826.0,262.0
Bolivia,2020-05-18,4263,4088.0,175.0
Bolivia,2020-05-19,4481,4263.0,218.0
Bolivia,2020-05-20,4919,4481.0,438.0
Bolivia,2020-05-21,5187,4919.0,268.0
Bolivia,2020-05-22,5579,5187.0,392.0
Bolivia,2020-05-23,5915,5579.0,336.0
Bolivia,2020-05-24,6263,5915.0,348.0
Bolivia,2020-05-25,6660,6263.0,397.0
Bolivia,2020-05-26,7136,6660.0,476.0
Bolivia,2020-05-27,7768,7136.0,632.0
Bolivia,2020-05-28,8387,7768.0,619.0
Bolivia,2020-05-29,8731,8387.0,344.0
Bolivia,2020-05-30,9592,8731.0,861.0
Bolivia,2020-05-31,9982,9592.0,390.0
Bolivia,2020-06-01,10531,9982.0,549.0
Bolivia,2020-06-02,10991,10531.0,460.0
Bolivia,2020-06-03,11638,10991.0,647.0
Bolivia,2020-06-04,12245,11638.0,607.0
Bolivia,2020-06-05,12728,12245.0,483.0
Bolivia,2020-06-06,13358,12728.0,630.0
Bolivia,2020-06-07,13643,13358.0,285.0
Bolivia,2020-06-08,13949,13643.0,306.0
Bolivia,2020-06-09,14644,13949.0,695.0
Bolivia,2020-06-10,15281,14644.0,637.0
Bolivia,2020-06-11,16165,15281.0,884.0
Bolivia,2020-06-12,16929,16165.0,764.0
Bolivia,2020-06-13,17842,16929.0,913.0
Bolivia,2020-06-14,18459,17842.0,617.0
Bolivia,2020-06-15,19073,18459.0,614.0
Bolivia,2020-06-16,19883,19073.0,810.0
Bolivia,2020-06-17,20685,19883.0,802.0
Bolivia,2020-06-18,21499,20685.0,814.0
Bolivia,2020-06-19,22476,21499.0,977.0
Bolivia,2020-06-20,23512,22476.0,1036.0
Bolivia,2020-06-21,24388,23512.0,876.0
Bolivia,2020-06-22,25493,24388.0,1105.0
Bolivia,2020-06-23,26389,25493.0,896.0
Bolivia,2020-06-24,27487,26389.0,1098.0
Bolivia,2020-06-25,28503,27487.0,1016.0
Bolivia,2020-06-26,29423,28503.0,920.0
Bolivia,2020-06-27,30676,29423.0,1253.0
Bolivia,2020-06-28,31524,30676.0,848.0
Bolivia,2020-06-29,32125,31524.0,601.0
Bolivia,2020-06-30,33219,32125.0,1094.0
Bolivia,2020-07-01,34227,33219.0,1008.0
Bolivia,2020-07-02,35528,34227.0,1301.0
Bolivia,2020-07-03,36818,35528.0,1290.0
Bolivia,2020-07-04,38071,36818.0,1253.0
Bolivia,2020-07-05,39297,38071.0,1226.0
Bolivia,2020-07-06,40509,39297.0,1212.0
Bolivia,2020-07-07,41545,40509.0,1036.0
Bolivia,2020-07-08,42984,41545.0,1439.0
Bolivia,2020-07-09,44113,42984.0,1129.0
Bolivia,2020-07-10,45565,44113.0,1452.0
Bolivia,2020-07-11,47200,45565.0,1635.0
Bolivia,2020-07-12,48187,47200.0,987.0
Bolivia,2020-07-13,49250,48187.0,1063.0
Bolivia,2020-07-14,50867,49250.0,1617.0
Bolivia,2020-07-15,52218,50867.0,1351.0
Bolivia,2020-07-16,54156,52218.0,1938.0
Bolivia,2020-07-17,56102,54156.0,1946.0
Bolivia,2020-07-18,58138,56102.0,2036.0
Bolivia,2020-07-19,59582,58138.0,1444.0
Bolivia,2020-07-20,60991,59582.0,1409.0
Bolivia,2020-07-21,62357,60991.0,1366.0
Bolivia,2020-07-22,64135,62357.0,1778.0
Bolivia,2020-07-23,65252,64135.0,1117.0
Bolivia,2020-07-24,66456,65252.0,1204.0
Bolivia,2020-07-25,68281,66456.0,1825.0
Bolivia,2020-07-26,69429,68281.0,1148.0
Bolivia,2020-07-27,71181,69429.0,1752.0
Bosnia and Herzegovina,2020-01-22,0,,
Bosnia and Herzegovina,2020-01-23,0,0.0,0.0
Bosnia and Herzegovina,2020-01-24,0,0.0,0.0
Bosnia and Herzegovina,2020-01-25,0,0.0,0.0
Bosnia and Herzegovina,2020-01-26,0,0.0,0.0
Bosnia and Herzegovina,2020-01-27,0,0.0,0.0
Bosnia and Herzegovina,2020-01-28,0,0.0,0.0
Bosnia and Herzegovina,2020-01-29,0,0.0,0.0
Bosnia and Herzegovina,2020-01-30,0,0.0,0.0
Bosnia and Herzegovina,2020-01-31,0,0.0,0.0
Bosnia and Herzegovina,2020-02-01,0,0.0,0.0
Bosnia and Herzegovina,2020-02-02,0,0.0,0.0
